6.450000000000000178e-01 1.000000000000000021e-02 4.499999999999999833e-02 5.000000000000000104e-03 8.999999999999999667e-02 2.000000000000000042e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.250000000000000000e-01 2.000000000000000042e-02 5.000000000000000104e-03 0.000000000000000000e+00 3.500000000000000333e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000089e-01 4.000000000000000083e-02 4.499999999999999833e-02 5.000000000000000104e-03 1.400000000000000133e-01 1.499999999999999944e-02 2.999999999999999889e-02 0.000000000000000000e+00 1.499999999999999944e-01 0.000000000000000000e+00 1.000000000000000021e-02 0.000000000000000000e+00 3.500000000000000333e-02 5.000000000000000104e-03 1.499999999999999944e-02 0.000000000000000000e+00
5.050000000000000044e-01 5.000000000000000278e-02 6.500000000000000222e-02 0.000000000000000000e+00 1.700000000000000122e-01 2.999999999999999889e-02 5.000000000000000104e-03 0.000000000000000000e+00 1.150000000000000050e-01 1.000000000000000021e-02 2.000000000000000042e-02 0.000000000000000000e+00 2.500000000000000139e-02 0.000000000000000000e+00 5.000000000000000104e-03 0.000000000000000000e+00
4.550000000000000155e-01 6.500000000000000222e-02 5.000000000000000278e-02 0.000000000000000000e+00 7.000000000000000666e-02 2.999999999999999889e-02 2.500000000000000139e-02 0.000000000000000000e+00 1.749999999999999889e-01 2.500000000000000139e-02 2.500000000000000139e-02 1.000000000000000021e-02 4.000000000000000083e-02 2.000000000000000042e-02 5.000000000000000104e-03 5.000000000000000104e-03
4.799999999999999822e-01 1.000000000000000021e-02 4.000000000000000083e-02 0.000000000000000000e+00 1.650000000000000078e-01 2.500000000000000139e-02 5.000000000000000104e-03 0.000000000000000000e+00 1.849999999999999978e-01 1.499999999999999944e-02 1.499999999999999944e-02 0.000000000000000000e+00 3.500000000000000333e-02 1.000000000000000021e-02 1.000000000000000021e-02 5.000000000000000104e-03
4.500000000000000111e-01 4.499999999999999833e-02 5.000000000000000278e-02 0.000000000000000000e+00 1.199999999999999956e-01 1.000000000000000021e-02 2.000000000000000042e-02 0.000000000000000000e+00 1.799999999999999933e-01 2.500000000000000139e-02 1.499999999999999944e-02 0.000000000000000000e+00 6.500000000000000222e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00
4.400000000000000022e-01 1.499999999999999944e-02 3.500000000000000333e-02 0.000000000000000000e+00 1.549999999999999989e-01 2.500000000000000139e-02 2.000000000000000042e-02 0.000000000000000000e+00 1.650000000000000078e-01 1.499999999999999944e-02 4.000000000000000083e-02 0.000000000000000000e+00 4.000000000000000083e-02 1.000000000000000021e-02 4.000000000000000083e-02 0.000000000000000000e+00
4.050000000000000266e-01 3.500000000000000333e-02 2.999999999999999889e-02 0.000000000000000000e+00 1.549999999999999989e-01 2.000000000000000042e-02 1.000000000000000021e-02 5.000000000000000104e-03 1.950000000000000067e-01 2.000000000000000042e-02 2.000000000000000042e-02 5.000000000000000104e-03 7.499999999999999722e-02 1.499999999999999944e-02 5.000000000000000104e-03 5.000000000000000104e-03
4.600000000000000200e-01 4.499999999999999833e-02 1.499999999999999944e-02 0.000000000000000000e+00 1.849999999999999978e-01 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00 1.549999999999999989e-01 3.500000000000000333e-02 1.000000000000000021e-02 0.000000000000000000e+00 5.500000000000000028e-02 1.000000000000000021e-02 1.000000000000000021e-02 0.000000000000000000e+00
3.900000000000000133e-01 3.500000000000000333e-02 4.000000000000000083e-02 0.000000000000000000e+00 1.449999999999999900e-01 2.500000000000000139e-02 2.000000000000000042e-02 0.000000000000000000e+00 1.849999999999999978e-01 4.499999999999999833e-02 2.999999999999999889e-02 0.000000000000000000e+00 5.999999999999999778e-02 2.500000000000000139e-02 0.000000000000000000e+00 0.000000000000000000e+00
4.650000000000000244e-01 5.000000000000000278e-02 2.500000000000000139e-02 5.000000000000000104e-03 1.600000000000000033e-01 3.500000000000000333e-02 2.999999999999999889e-02 0.000000000000000000e+00 1.449999999999999900e-01 1.000000000000000021e-02 1.499999999999999944e-02 0.000000000000000000e+00 3.500000000000000333e-02 2.000000000000000042e-02 5.000000000000000104e-03 0.000000000000000000e+00
3.699999999999999956e-01 3.500000000000000333e-02 5.999999999999999778e-02 5.000000000000000104e-03 1.650000000000000078e-01 1.499999999999999944e-02 5.000000000000000278e-02 0.000000000000000000e+00 1.300000000000000044e-01 2.000000000000000042e-02 4.000000000000000083e-02 0.000000000000000000e+00 5.500000000000000028e-02 1.499999999999999944e-02 3.500000000000000333e-02 5.000000000000000104e-03
4.450000000000000067e-01 2.000000000000000042e-02 2.000000000000000042e-02 0.000000000000000000e+00 1.749999999999999889e-01 2.500000000000000139e-02 1.000000000000000021e-02 0.000000000000000000e+00 1.849999999999999978e-01 1.000000000000000021e-02 2.000000000000000042e-02 5.000000000000000104e-03 5.500000000000000028e-02 1.499999999999999944e-02 1.499999999999999944e-02 0.000000000000000000e+00
3.449999999999999734e-01 3.500000000000000333e-02 2.000000000000000042e-02 0.000000000000000000e+00 1.849999999999999978e-01 4.000000000000000083e-02 2.999999999999999889e-02 5.000000000000000104e-03 1.849999999999999978e-01 2.000000000000000042e-02 4.000000000000000083e-02 0.000000000000000000e+00 5.999999999999999778e-02 2.000000000000000042e-02 1.499999999999999944e-02 0.000000000000000000e+00
4.050000000000000266e-01 2.500000000000000139e-02 4.000000000000000083e-02 5.000000000000000104e-03 1.499999999999999944e-01 2.999999999999999889e-02 1.499999999999999944e-02 5.000000000000000104e-03 1.549999999999999989e-01 2.500000000000000139e-02 2.500000000000000139e-02 1.000000000000000021e-02 6.500000000000000222e-02 1.499999999999999944e-02 2.500000000000000139e-02 5.000000000000000104e-03
4.000000000000000222e-01 4.499999999999999833e-02 2.500000000000000139e-02 0.000000000000000000e+00 1.400000000000000133e-01 5.000000000000000278e-02 1.000000000000000021e-02 0.000000000000000000e+00 1.849999999999999978e-01 1.000000000000000021e-02 4.000000000000000083e-02 0.000000000000000000e+00 5.999999999999999778e-02 2.000000000000000042e-02 1.000000000000000021e-02 5.000000000000000104e-03
